platform,komentar,timestamp,sentimen,komentar_bersih
twitter,"Premis 1: vasektomi haram jika bersifat tetap
Premis 2: vasektomi tdk bersifat tetap
Kesimpulan: ngga haram.

Jd problem nya apa ya?  https://x.com/postsbyfar/sta/postsbyfar/status/1809222709232222549…",2024-07-05T15:23:17.000Z,netral,premis vasektomi haram sifat premis vasektomi tdk sifat simpul ngga haram jd problem nya ya
twitter,"opinimu jelek, vasektomi haram lesbi gpp ",2024-05-22T13:45:20.000Z,positif,opini jelek vasektomi haram lesbi gpp
twitter,"Gak cuma tumor otak, tumor payudara pokoknya salah satu regulator siklus sel itu ada growth factor nah hormon seks itu mempengaruhi growth factor ini. Kalo argumennya gamau vasektomi grgr haram g sesuai fitrah kl gitu pil KB juga dong ga sesuai fitrah fisiologis endokrin manusia? https://x.com/ini_bri/status/ini_bri/status/1792913123080274232…",2024-05-22T09:51:59.000Z,netral,gak tumor otak tumor payudara pokok salah regulator siklus sel growth factor hormon seks pengaruh growth factor kalo argumen gamau vasektomi grgr haram g sesuai fitrah kl gitu pil kb ga sesuai fitrah fisiologis endokrin manusia
twitter,"Gini dulu ya, pada prinsipnya, KB dalam Islam itu boleh, selama tidak permanen. vasektomi/tubektomi irreversible tanpa udzur syari itu jatohnya haram. ""Takut miskin"" bukan udzur syari.

Tapi kalo emg khawatir dzolim, bisa pake cara KB non hormonal yg nyaman untuk kedua nyaman.",2024-05-22T09:25:05.000Z,negatif,gin ya prinsip kb islam permanen vasektomitubektomi irreversible udzur syar jatohnya haram takut miskin udzur syar kalo emg khawatir dzolim pake kb non hormonal yg nyaman nyaman
twitter,"Membatasi keturunan itu haram dudul. Kecuali kondisi medis

Mengatur keturunan itu baru boleh

Lah vasektomi ini sifatnya cenderung permanen. Dihalalkan MUI dg syarat dipasang kembali dul",2024-05-22T04:44:25.000Z,positif,batas turun haram dudul kecuali kondisi medis atur turun vasektomi sifat cenderung permanen halal mui dg syarat pasang dul
twitter,"Ya jd haram kalau niatnya membatasi keturunan dul. Baca lg jurnalnya ya.

Kan dibilang MUI berubah jadi menghalalkan karena vasektomi bisa dipasang lg meski belum teruji keberhasilannya. Intinya ga permanen

Tp kalau dr awal mikirnya mau permanen ya haram tetep.",2024-05-22T04:40:11.000Z,positif,ya jd haram niat batas turun dul baca lg jurnal ya bilang mui ubah halal vasektomi pasang lg uji hasil inti ga permanen tp dr mikirnya permanen ya haram tetep
twitter,"dikaji ulang pun ttp fatwa utamanya haram. Karena pemandulan itu HARAM di islam. Shohih

 Halal itu hanya kalau ada kondisi tertentu. Bukan brati semua bebas boleh vasektomi",2024-05-22T04:27:24.000Z,positif,kaji ulang ttp fatwa utama haram mandul haram islam shohih halal kondisi brati bebas vasektomi
twitter,Goblog kalau niat vasektomi utk mandul dan child free ya tetep haram goblok,2024-05-22T04:24:52.000Z,positif,goblog niat vasektomi utk mandul child free ya tetep haram goblok
twitter,"Sempet tertarik soal vasektomi ini, tapi setelah dicari tau lebih lanjut, vasektomi untuk yg muslim itu haram kalo bukan karena alasan medis.
Simplenya islam ngebolehin buat ngatur jeda anak tapi ga boleh bener bener nutup permanen, berlaku baik buat cowo ataupun cewe.",2024-05-22T00:40:05.000Z,positif,sempet tarik vasektomi cari tau vasektomi yg muslim haram kalo alas medis simplenya islam ngebolehin ngatur jeda anak ga bener bener nutup permanen laku cowo cewe
twitter,"and setuju, karena sekarang udah ga haram dan resiko kb pada istri itu bisa kemana-mana yang membahayakan nyawa wanita juga but for vasektomi itu resikonya lebih dikit dibanding kb atau bahkan minim sih. cmiiw lagi",2024-05-14T15:26:05.000Z,positif,and tuju udah ga haram resiko kb istri kemanamana bahaya nyawa wanita but for vasektomi resiko dikit banding kb minim sih cmiiw
twitter,"Kalo menurut Kajian Islam, vasektomi haram hukum ny. Termasuk merusak kondisi fisik secara sengaja.",2024-05-12T06:14:54.000Z,positif,kalo kaji islam vasektomi haram hukum ny rusak kondisi fisik sengaja
twitter,"Aku udh deal2an mau vasektomi sm suami udh dr lama, dr aku hamil (sebelum akhirnya ragu krn katanya haram tp ternyata halal dg prosedur tertentu). Trs aku cerita ke temenku, terus temenku bilang “justru serem ga sih kalo selingkuh ga ada jejaknya” terus ku terdiam https://x.com/boluwortel/sta/boluwortel/status/1789447597046046931…",2024-05-12T03:32:43.000Z,netral,udh dealan vasektomi sm suami udh dr dr hamil ragu krn haram tp halal dg prosedur trs cerita temenku temenku bilang rem ga sih kalo selingkuh ga jejak ku diam
twitter,"Nggakk, KB nggak haram. 
Yg haram tubektomi dan vasektomi kalo gak ada darurat medis. 
Misal aku udah 3x melahirkan sesar, nah boleh tuh disteril. Karna bahaya kan kalo hamil lagi. 
Gitu kurang lebih",2024-05-11T12:05:19.000Z,positif,nggakk kb nggak haram yg haram tubektomi vasektomi kalo gak darurat medis udah x lahir sesar tuh steril karna bahaya kalo hamil gitu
twitter,"Aku lagi hamil anak ke 4 dan stress mau KB apa. 
Ini aku KB suntik 3 bulan dan tetep kebobolan. 
Implan ku ga berani. IUD rawan kebobolan juga. 
Kondom aku gak gak bisa. 
Mau tubektomi ga bisa, 
Mau vasektomi ga jg, kbetulan aku dan suami meyakini itu haram tanpa indikasi medis",2024-05-11T11:56:36.000Z,positif,hamil anak stress kb kb suntik tetep bobol implan ku ga berani iud rawan bobol kondom gak gak tubektomi ga vasektomi ga jg kbetulan suami haram indikasi medis
twitter,"Semua upaya untuk pemandulan permanen baik cewe/cowo  banyak yg menghukumi haram (vasektomi&tubektomi)

Kalo KB yg bersifat bisa kembali ke kondisi semula masih banyak yg memperbolehkan~

(Misal pil,spiral,kondom,dll)

CMIIW",2024-05-11T09:58:23.000Z,positif,upaya mandul permanen cewecowo yg hukum haram vasektomitubektomi kalo kb yg sifat kondisi yg boleh pilspiralkondomdll cmiiw
twitter,"Kb laki-laki (vasektomi) yg permanen masih dihukumi haram sejauh ini,karena dianggap sebagai upaya pemandulan secara sengaja,

Tp untuk vasektomi non-permanen masih jadi perdebatan..",2024-05-11T09:50:38.000Z,positif,kb lakilaki vasektomi yg permanen hukum haram inikarena anggap upaya mandul sengaja tp vasektomi nonpermanen debat
twitter,"Dulu Iya sempet ada fatwa vasektomi itu haram tanpa ada alasan syar'i, karena dianggap bersifat permanen. Tp seiring berkembangnya teknologi ada yg namanya rekanalisasi yg tingkat keberhasilan tinggi jd vasektomi tdk lg bersifat permanen. Makanya hukum vasektomi ya spt KB yg lain",2024-05-06T17:43:02.000Z,netral,iya sempet fatwa vasektomi haram alas syar anggap sifat permanen tp iring kembang teknologi yg nama rekanalisasi yg tingkat hasil jd vasektomi tdk lg sifat permanen hukum vasektomi ya spt kb yg
twitter,"Mas, serius nanya nih. Sampeyan bayangin vasektomi massal itu pesertanya berapa kok sampai ganggu roda ekonomi? Sepelataran Masjidil Haram?",2024-05-06T04:09:53.000Z,positif,mas serius nanya nih sampeyan bayangin vasektomi massal serta ganggu roda ekonomi latar masjidil haram
twitter,"tercengang banget, vasektomi ternyata haram",2024-05-05T15:10:48.000Z,positif,cengang banget vasektomi haram
twitter,"Tp setelah baca-baca berbagai sumber,

Hukum vasektomi permanen ini masih jadi perdebatan ya bang?

Kecuali ada urgensi tertentu,
Selain itu mayoritas pendapat bilang haram,

Tp MUI mengeluarkan fatwa tahun 2012 itu juga atas permintaan kemenkes",2024-05-04T14:43:40.000Z,positif,tp bacabaca sumber hukum vasektomi permanen debat ya bang kecuali urgensi mayoritas dapat bilang haram tp mui keluar fatwa minta kemenkes
twitter,"Karena vasektomi kan pemandulan pak, dan di Islam haram untuk pemandulan, saya masih mencari fatwa MUI terbaru yg membolehkan vasek, mungkin saya kurang membaca untuk hal ini",2024-05-04T11:57:07.000Z,positif,vasektomi mandul islam haram mandul cari fatwa mui baru yg boleh vasek baca
twitter,"pertanyaan klasik, 

gimana educated orang yg bilang vasektomi haram? ",2024-05-04T11:49:20.000Z,positif,klasik gimana educated orang yg bilang vasektomi haram
twitter,"Alasan haram yg aku baca bukan karna menolak pemberian anak, operasi, atau gimana tapi karna irreversible alias itu kemandulan permanen jd itu haram. Beda sama IUD yg bisa dicopot jd bisa hamil lg dll. Nah makanya aku jg penasaran sbnrnya tu reversible apa ngga sih vasektomi tu..",2024-05-04T10:23:46.000Z,positif,alas haram yg baca karna tolak beri anak operasi gimana karna irreversible alias mandul permanen jd haram beda iud yg copot jd hamil lg dll jg penasaran sbnrnya tu reversible ngga sih vasektomi tu
twitter,"Kenapa orang nanya kek gini BYK BGT YG SALTY. Jujur akupun penasaran vasektomi halal/haram. Karna aku googling tuh haram, pdhl aku dan suami udh mau ngelakuin nanti. Kan jd galau. Tinggal jwb aja pake dalil atau apa yg membuktikan kalo halal??? Akupun seneng kalo ternyata halal??",2024-05-04T10:23:45.000Z,negatif,orang nanya kek gin byk bgt yg salty jujur aku penasaran vasektomi halalharam karna googling tuh haram pdhl suami udh ngelakuin jd galau tinggal jwb aja pake dalil yg bukti kalo halal aku neng kalo halal
twitter,"Maaf om mau tanya, vasektomi dalam Islam hukumnya bagaimana ya?
Saya Googling dari MUI menyatakan haram ",2024-05-04T06:06:54.000Z,netral,maaf om vasektomi islam hukum ya googling mui haram
twitter,"Vasektomi memang haram yang permanen, tapi kalau non permanen itu boleh. Di Korea ada vasektomi yang non permanen, kalau di Indonesia rumornya udah ada. Netizen yang ngetawain pertanyaan ini, pasti belum pernah baca fikihnya.",2024-05-04T05:19:57.000Z,positif,vasektomi haram permanen non permanen korea vasektomi non permanen indonesia rumor udah netizen ngetawain baca fikih
twitter,Vasektomi (yang permanen)kalo bukan karena alasan kesehatan/keterpaksaan bukannya haram ya??,2024-04-24T12:23:08.000Z,positif,vasektomi permanenkalo alas kesehatanketerpaksaan haram ya
twitter,Vasektomi bukannya haram ya?,2024-04-24T12:20:22.000Z,positif,vasektomi haram ya
twitter,"Vasektomi, tubektomi haram. Rokok halaaal",2024-04-24T11:25:24.000Z,positif,vasektomi tubektomi haram rokok halaaal
twitter,"Kalo lu vaseltomi terus istri lu hamil, lu tau itu bukan anak lo. Tp kalau lo ga vasektomi, terus istri lo dihamilin org lain. Nikmati aja nafkahin anak haram org sebagai anak sendiri.",2024-04-23T09:16:49.000Z,positif,kalo lu vaseltomi istri lu hamil lu tau anak lo tp lo ga vasektomi istri lo dihamilin org nikmat aja nafkahin anak haram org anak
twitter,Orang2 pada ribut KB vasektomi sama tubektomi Di Islam Haram ga sih hukumnya tuh? karna merubah ciptaan Allah SWT ini dibahas waktu matkul Agama di kampus makanya suka berat saranin pake KB ini,2024-04-23T01:26:27.000Z,positif,orang ribut kb vasektomi tubektomi islam haram ga sih hukum tuh karna rubah cipta allah swt bahas matkul agama kampus suka berat saranin pake kb
twitter,T...tapi ust. Raehanul Bahraen bilang vasektomi dan tubektomi itu haram...,2024-04-23T00:53:27.000Z,positif,ttapi ust raehanul bahraen bilang vasektomi tubektomi haram
twitter,"Tadi jadi googling tentang vasectomy and tubectomy in Islam.

Vasektomi dan tubektomi itu haram karena mengubah bentuk dan fungsi yang sudah diciptakan, kecuali reversible vasectomy.

Nanti baca-baca dan tanya-tanya lagi deh ke yang lebih ahli. https://x.com/ribonk/status//ribonk/status/1782418467658039310…",2024-04-22T15:49:53.000Z,netral,googling vasectomy and tubectomy in islam vasektomi tubektomi haram ubah bentuk fungsi cipta kecuali reversible vasectomy bacabaca tanyatanya deh ahli
twitter,Yg haram tuh vasektomi sm tubektomi deh,2024-04-22T06:17:20.000Z,positif,yg haram tuh vasektomi sm tubektomi deh
twitter,"Aku juga kurang tau ka, itu nanya karna baca bbrp rep ada yg bilang/pernah dibilang haram. Tapi kalo haram gak mungkin kan bkkbn masih buka vasektomi gratis ? Mungkin ada beberapa perbedaan pendapat aja kali ya",2024-04-21T15:36:19.000Z,positif,tau ka nanya karna baca bbrp rep yg bilangpernah bilang haram kalo haram gak bkkbn buka vasektomi gratis beda dapat aja kali ya
twitter,emang vasektomi haram ya? Jujur gatau https://x.com/noniksipit/sta/noniksipit/status/1781221656574435478…,2024-04-21T02:21:50.000Z,netral,emang vasektomi haram ya jujur gatau
twitter,"Ka, izin tanya. Kalo vasektomi/tubektomi haram kenapa bkkbn buka vasektomi gratis ya ? Atau udah gak ada ? Soalnya papaku yg ikut vasektomi gratis dari bkkbn kurleb 10thn lalu. Itu juga karna mamaku yg gk bisa kb lagi. Op termasuk cepet dan langsung pulang.",2024-04-21T00:29:13.000Z,positif,ka izin kalo vasektomitubektomi haram bkkbn buka vasektomi gratis ya udah gak papa yg vasektomi gratis bkkbn kurleb thn karna mama yg gk kb op cepet langsung pulang
twitter,"Sebenarnya vasektomi bisa dipulihkan tapi pasti tidak akan 100% dibandingkan natural

Also, fatwa MUI tentang vasektomi dan tubektomi itu haram.",2024-04-20T22:17:25.000Z,positif,vasektomi pulih banding natural also fatwa mui vasektomi tubektomi haram
twitter,"Yes UU No 52 th 2009 menyebutkan bahwa kontrasepsi itu  mempertimbangkan usia, paritas, JUMLAH ANAK, kondisi kesehatan, dan norma agama.

Bagian akhir jg relevan, krn faktanya, vasektomi itu memperoleh fatwa haram dari MUI",2024-04-20T22:15:48.000Z,netral,yes uu no th kontrasepsi timbang usia paritas anak kondisi sehat norma agama jg relevan krn fakta vasektomi oleh fatwa haram mui
twitter,????? TERUS KENAPA BUKA JASA VASEKTOMI KALO HARAM????? https://x.com/noniksipit/sta/noniksipit/status/1781221656574435478…,2024-04-20T06:33:59.000Z,netral,buka jasa vasektomi kalo haram
twitter,"Hukum Vasektomi dan Tubektomi adalah haram.
 https://muftiwp.gov.my/en/artikel/irsyad-fatwa/irsyad-fatwa-umum-cat/1847-irsyad-al-fatwa-series-146-the-ruling-of-family-planning-for-low-income-families…

Sentiasalah kita saling memperingati antara satu sama lain. Sekiranya puan dan suami berasa susah hati, berdoalah dan teruskan berusaha menjadi muslim yang terbaik.",2024-03-07T04:04:10.000Z,netral,hukum vasektomi tubektomi haram sentiasa ingat puan suami asa susah hati doa terus usaha muslim baik
twitter,"Dalam Islam, Vasektomi(M) dan Tubektomi(F) adalah haram",2024-03-07T03:58:40.000Z,netral,islam vasektomim tubektomif haram
twitter,Yees btul dlm islam kaedah vasektomi adalah haram..,2024-02-29T09:48:37.000Z,positif,yees btul dlm islam kaedah vasektomi haram
twitter,"tak baca2 argumenmu cuma muter2 di : sterilisasi kucing haram, mutilasi organ.

u melupakan point :
1. itu pilihan mereka
2. udah ada banyak paper pros cons vasektomi utk kesehatan. mostly cons atau efek sampingnya ga seberapa & kecil banget.
3. ELU SIAPEEEE RONIN IKUT CAMPUR????",2024-01-27T00:07:23.000Z,positif,baca argumen muter sterilisasi kucing haram mutilasi organ u lupa point pilih udah paper pros cons vasektomi utk sehat mostly cons efek samping ga banget elu siapeeee ronin campur
twitter,Kak tapi menurut pandangan islam vasektomi boleh kah? Karna setau aku haram hehe correct me if im wrong yahhh,2024-01-26T14:17:34.000Z,positif,kak pandang islam vasektomi kah karna tau haram hehe correct me if im wrong yahhh
twitter,"Anj. Semakin mendalami dia jawab2 komen org, emosi ini semakin menggebu
Gblk bgt bapak² itu, kasian yg jadi istrinya hidup sma cowo patriaki. Ngmongin vasektomi haram, realistis aja yekan bukan gmau anak bnyak, tp kita kan yg ngrti kapasitas kita kya gmna",2024-01-26T11:49:12.000Z,positif,anj dalam komen org emosi gebu gblk bgt kasi yg istri hidup sma cowo patriaki ngmongin vasektomi haram realistis aja yekan gmau anak bnyak tp yg ngrti kapasitas kya gmna
twitter,"Wkwkwkwwkwk ini gw nangkepnya tubektomi halal tp vasektomi haram apa gemana sig 

Gw menghargai keberanian menyuarakan opininya yang jelek bianget ini",2024-01-26T11:35:07.000Z,positif,wkwkwkwwkwk gw nangkepnya tubektomi halal tp vasektomi haram gana sig gw harga berani suara opini jelek bianget
twitter,lu liat di rep katanya kl punya anak cewe jd istri ke 4 gpp yg penting vasektomi haram orgil,2024-01-26T10:44:47.000Z,positif,lu liat rep kl anak cewe jd istri gpp yg vasektomi haram orgil
twitter,vasektomi ga haram tolol,2024-01-26T10:06:45.000Z,positif,vasektomi ga haram tolol
twitter,"MUI aja udah mencabut fatwa haram vasektomi dari tahun kapan wkwkwk malu banget ketawan ga riset.

budayakan ngomong yang penting, bukan yang penting ngomong. selamat belajar",2024-01-26T10:04:32.000Z,positif,mui aja udah cabut fatwa haram vasektomi wkwkwk malu banget tawan ga riset budaya ngomong ngomong selamat ajar
twitter,mana kata rasul pernah ngomong vasektomi haram manaaaaa,2024-01-26T10:03:30.000Z,positif,rasul ngomong vasektomi haram manaaaaa
twitter,"Setauku dlm islam Vasektomi itu hukumnya haram deh, kecuali dlm keadaan yg memang  darurat tingkat tinggi kyk misal klu istrinya hamil lagi bisa menyebabkan kematian. Tapi kalau misal memang ada Vasektomi yang sementara & bisa dikembalikan lagi kyk gini hukumnya jadi gmn ya? ",2024-01-26T09:34:28.000Z,positif,tau dlm islam vasektomi hukum haram deh kecuali dlm yg darurat tingkat kyk klu istri hamil sebab mati vasektomi kembali kyk gin hukum gmn ya
twitter,"Vasektomi haram tpi mencak-mencak ngurusin rumah tangga org lain gk haram vasektomi haram tpi goblok-goblokin org lain gk haram habib tolong liat ini bib 
@Husen_Jafar",2024-01-26T09:33:44.000Z,positif,vasektomi haram tpi mencakmencak ngurusin rumah tangga org gk haram vasektomi haram tpi goblokgoblokin org gk haram habib tolong liat bib husenjafar
twitter,Klo pun vasektomi haram apa urusannya ama lu njir tanya MUI dlu lah haram apa egk,2024-01-26T09:32:01.000Z,positif,klo vasektomi haram urus ama lu njir mui dlu haram egk
twitter,"itu fatwa halal udh ada masih aja ngotot haram, lu siape?? ulama??? dokter?? yg biayain vasektomi ny jg bukan elu dih",2024-01-26T09:30:28.000Z,positif,fatwa halal udh aja ngotot haram lu siape ulama dokter yg biayain vasektomi ny jg elu dih
twitter,"Ya elu aja yang dipotong Tubektomi. Ngapain maksa suami lu Vasektomi sampe utang² Promo Aplikasi Tabungan Scam ga jelas.

Ya belum tentu lah jodoh ditangan Allah. Bisa aja cerai hidup / mati. Atau anak ga ada umur mau nambah susah udah mandul. Intinya Lu tanya ustad HARAM ga?",2024-01-26T09:25:03.000Z,positif,ya elu aja potong tubektomi ngapain maksa suami lu vasektomi sampe utang promo aplikasi tabung scam ga ya jodoh tang allah aja cerai hidup mati anak ga umur nambah susah udah mandul inti lu ustad haram ga
